19	71	1	15.404051780700684
19	24	2	14.791627883911133
19	79	3	14.772500991821289
19	99	4	14.365126609802246
19	87	5	12.3812894821167
110	24	1	24.93402099609375
110	14	2	14.163594245910645
110	15	3	10.93365478515625
110	90	4	10.583822250366211
110	32	5	10.52112102508545
119	24	1	12.374098777770996
119	96	2	10.522835731506348
119	55	3	10.173185348510742
119	15	4	10.051353454589844
119	28	5	9.998973846435547
176	55	1	14.047077178955078
176	82	2	11.335209846496582
176	89	3	10.833404541015625
176	10	4	10.703985214233398
176	81	5	10.275516510009766
204	79	1	25.753507614135742
204	25	2	13.175088882446289
204	9	3	12.028105735778809
204	30	4	11.731850624084473
204	63	5	11.174795150756836
207	99	1	20.487716674804688
207	79	2	12.537376403808594
207	93	3	10.99953556060791
207	86	4	10.882466316223145
207	34	5	10.28088092803955
258	50	1	22.76430892944336
258	43	2	22.728254318237305
258	49	3	21.371145248413086
258	10	4	16.283475875854492
258	81	5	12.628150939941406
262	90	1	8.319883346557617
262	99	2	8.282780647277832
262	71	3	7.925194263458252
262	88	4	7.456297874450684
262	79	5	7.437053203582764
340	93	1	22.501493453979492
340	79	2	12.290633201599121
340	71	3	12.114813804626465
340	25	4	10.601167678833008
340	88	5	10.484094619750977
386	88	1	13.144082069396973
386	99	2	11.362937927246094
386	79	3	11.244479179382324
386	71	4	10.838772773742676
386	93	5	10.599899291992188
435	51	1	8.328802108764648
435	22	2	7.9168596267700195
435	54	3	7.7848615646362305
435	87	4	7.4741435050964355
435	60	5	7.0246806144714355
443	60	1	12.072952270507812
443	73	2	11.997969627380371
443	64	3	11.168376922607422
443	42	4	10.554550170898438
443	87	5	10.368802070617676
537	62	1	7.09263801574707
537	21	2	6.949044704437256
537	65	3	6.7916154861450195
537	44	4	6.7573561668396
537	34	5	6.67629861831665
553	32	1	7.8099164962768555
553	60	2	7.686319351196289
553	45	3	7.678440093994141
553	93	4	7.388674259185791
553	13	5	7.200623989105225
596	65	1	22.56948471069336
596	35	2	9.710941314697266
596	29	3	9.007137298583984
596	11	4	8.528471946716309
596	4	5	8.439679145812988
611	10	1	10.253866195678711
611	97	2	10.129663467407227
611	98	3	10.061291694641113
611	92	4	9.721639633178711
611	78	5	9.703994750976562
652	32	1	9.513602256774902
652	96	2	9.0242280960083
652	73	3	8.548446655273438
652	24	4	8.28758430480957
652	9	5	8.25216293334961
670	14	1	11.001310348510742
670	62	2	10.030385971069336
670	65	3	9.997735023498535
670	57	4	9.459026336669922
670	52	5	8.729957580566406
672	78	1	13.0162353515625
672	97	2	12.686544418334961
672	98	3	11.750823974609375
672	92	4	10.623897552490234
672	30	5	9.315336227416992
684	61	1	13.407470703125
684	96	2	8.746455192565918
684	54	3	8.685837745666504
684	94	4	8.404144287109375
684	22	5	8.372090339660645
703	82	1	12.642735481262207
703	14	2	10.749704360961914
703	42	3	10.70769214630127
703	12	4	9.922287940979004
703	85	5	9.914838790893555
707	61	1	23.8769588470459
707	22	2	8.7269926071167
707	83	3	8.520936965942383
707	42	4	7.6688432693481445
707	73	5	7.626161575317383
769	22	1	8.340689659118652
769	37	2	7.914103031158447
769	52	3	7.642790794372559
769	61	4	7.419336318969727
769	94	5	7.104614734649658
804	83	1	22.55154037475586
804	25	2	17.628841400146484
804	91	3	9.770631790161133
804	44	4	8.431269645690918
804	87	5	8.335075378417969
806	52	1	21.065601348876953
806	41	2	9.283514022827148
806	97	3	8.087942123413086
806	23	4	7.613669395446777
806	67	5	7.3504486083984375
811	65	1	8.906152725219727
811	30	2	8.35100269317627
811	21	3	7.954962253570557
811	61	4	7.590497970581055
811	54	5	7.533493518829346
819	94	1	24.160768508911133
819	22	2	23.208026885986328
819	3	3	8.97754955291748
819	61	4	8.316206932067871
819	11	5	7.523184776306152
956	72	1	8.31524658203125
956	21	2	8.292518615722656
956	73	3	8.211960792541504
956	94	4	8.18969440460205
956	91	5	7.9978108406066895
990	61	1	11.477691650390625
990	52	2	9.081526756286621
990	83	3	8.803337097167969
990	76	4	7.858283996582031
990	42	5	7.685819625854492
1042	30	1	12.751919746398926
1042	66	2	11.501361846923828
1042	54	3	11.267026901245117
1042	51	4	10.44817066192627
1042	89	5	9.79658031463623
1043	54	1	26.263572692871094
1043	30	2	26.116832733154297
1043	51	3	21.503192901611328
1043	66	4	19.80720329284668
1043	99	5	7.960811138153076
1050	51	1	12.292645454406738
1050	30	2	11.8930082321167
1050	54	3	11.494994163513184
1050	44	4	8.962824821472168
1050	66	5	8.845495223999023
1065	84	1	22.74081039428711
1065	12	2	18.651107788085938
1065	59	3	17.8483829498291
1065	53	4	10.881193161010742
1065	47	5	8.43674087524414
1100	85	1	14.731432914733887
1100	55	2	8.37788200378418
1100	57	3	7.2181830406188965
1100	72	4	7.159531593322754
1100	33	5	7.130422592163086
1129	57	1	15.989850044250488
1129	72	2	15.874378204345703
1129	62	3	9.430810928344727
1129	14	4	8.7570219039917
1129	96	5	8.588687896728516
1212	72	1	13.439584732055664
1212	21	2	11.931183815002441
1212	96	3	10.805582046508789
1212	62	4	10.767288208007812
1212	14	5	10.661174774169922
1267	23	1	12.937739372253418
1267	89	2	12.155024528503418
1267	55	3	10.716331481933594
1267	28	4	10.37320613861084
1267	4	5	10.298605918884277
1297	81	1	12.272485733032227
1297	9	2	11.150774955749512
1297	53	3	9.59948444366455
1297	10	4	9.081332206726074
1297	72	5	8.860519409179688
1298	89	1	10.55024528503418
1298	55	2	10.451815605163574
1298	47	3	10.394699096679688
1298	24	4	10.222047805786133
1298	12	5	10.10236930847168
1304	91	1	10.456931114196777
1304	96	2	9.12636947631836
1304	62	3	8.834659576416016
1304	70	4	7.7392191886901855
1304	14	5	7.688157081604004
1306	35	1	12.071065902709961
1306	81	2	11.254761695861816
1306	30	3	11.222803115844727
1306	54	4	10.582898139953613
1306	24	5	9.359660148620605
1348	30	1	10.668078422546387
1348	54	2	10.46790599822998
1348	15	3	9.919739723205566
1348	41	4	9.621707916259766
1348	34	5	9.514612197875977
1396	89	1	21.73659324645996
1396	23	2	14.004996299743652
1396	44	3	12.925171852111816
1396	68	4	12.259597778320312
1396	4	5	12.083226203918457
1404	86	1	25.978347778320312
1404	91	2	15.004793167114258
1404	67	3	11.01566219329834
1404	70	4	10.872467994689941
1404	15	5	10.568290710449219
1522	26	1	17.250761032104492
1522	89	2	10.318831443786621
1522	96	3	10.12342643737793
1522	24	4	10.10713005065918
1522	55	5	9.07025146484375
1561	30	1	13.288177490234375
1561	62	2	12.86005687713623
1561	89	3	12.61952018737793
1561	35	4	12.528142929077148
1561	6	5	11.82222843170166
1598	96	1	14.129842758178711
1598	95	2	11.049647331237793
1598	65	3	10.37482738494873
1598	58	4	10.00161361694336
1598	15	5	9.571885108947754
1633	55	1	25.40097999572754
1633	89	2	15.425309181213379
1633	20	3	12.495352745056152
1633	35	4	11.922676086425781
1633	15	5	11.859580993652344
1649	63	1	10.274635314941406
1649	44	2	10.026674270629883
1649	76	3	9.865516662597656
1649	5	4	9.506950378417969
1649	80	5	9.46328353881836
1659	29	1	14.100616455078125
1659	8	2	11.511008262634277
1659	44	3	10.742759704589844
1659	6	4	10.563508033752441
1659	63	5	10.361754417419434
1689	29	1	18.620819091796875
1689	24	2	10.805926322937012
1689	8	3	10.30825138092041
1689	78	4	10.030548095703125
1689	15	5	9.852149963378906
1694	15	1	10.793237686157227
1694	89	2	10.243268013000488
1694	54	3	9.813570022583008
1694	30	4	8.939760208129883
1694	32	5	8.500218391418457
1704	1	1	21.84111785888672
1704	40	2	13.43137264251709
1704	19	3	12.732498168945312
1704	76	4	12.319555282592773
1704	17	5	11.859170913696289
1743	0	1	17.35213851928711
1743	6	2	11.961421966552734
1743	81	3	11.53209400177002
1743	90	4	10.525055885314941
1743	96	5	10.410667419433594
1746	17	1	11.122485160827637
1746	5	2	11.089723587036133
1746	15	3	10.476055145263672
1746	31	4	9.733392715454102
1746	68	5	9.675296783447266
1754	2	1	22.838062286376953
1754	3	2	12.030684471130371
1754	19	3	11.296893119812012
1754	76	4	9.909274101257324
1754	74	5	9.424165725708008
1769	7	1	20.913164138793945
1769	38	2	17.000547409057617
1769	44	3	12.662534713745117
1769	90	4	12.33397388458252
1769	20	5	11.813262939453125
1778	89	1	13.39699649810791
1778	48	2	10.882080078125
1778	55	3	9.934344291687012
1778	20	4	9.6865234375
1778	47	5	9.295604705810547
1816	32	1	14.935909271240234
1816	20	2	11.026687622070312
1816	55	3	10.829215049743652
1816	75	4	10.307968139648438
1816	15	5	10.25770378112793
1844	20	1	11.263991355895996
1844	89	2	10.382613182067871
1844	55	3	10.218008995056152
1844	7	4	10.15588665008545
1844	44	5	9.548482894897461
1856	15	1	27.283946990966797
1856	90	2	23.98383903503418
1856	55	3	11.296177864074707
1856	96	4	10.18116283416748
1856	47	5	10.085203170776367
1858	65	1	9.941594123840332
1858	6	2	9.868192672729492
1858	75	3	9.400274276733398
1858	33	4	9.162020683288574
1858	34	5	8.794736862182617
1894	65	1	11.961407661437988
1894	34	2	11.939753532409668
1894	21	3	10.126649856567383
1894	99	4	9.919145584106445
1894	98	5	9.708131790161133
1915	36	1	16.202260971069336
1915	20	2	13.819811820983887
1915	7	3	11.775897026062012
1915	76	4	11.29216480255127
1915	86	5	9.003385543823242
1923	3	1	21.84633445739746
1923	40	2	18.763240814208984
1923	17	3	13.636631965637207
1923	76	4	13.332837104797363
1923	44	5	10.81740951538086
1939	3	1	14.739097595214844
1939	69	2	13.79007339477539
1939	19	3	13.104726791381836
1939	74	4	13.099727630615234
1939	40	5	12.33653450012207
1944	95	1	18.51862144470215
